distance,duration
228.872252,0.224994
155.021912,0.188999
592.075165,0.275991
10.000000,0.036003
570.912469,0.432995
439.246458,0.247991
930.643057,0.665045
533.666566,0.322995
79.698485,0.134995
268.725076,0.229993
485.452684,0.308997
564.205352,0.350043
426.661385,0.476989
632.539539,0.481995
424.924029,0.271987
580.086598,0.277000
30.242641,0.125993
31.242641,0.191000
433.383130,0.239003
399.261179,0.331944
220.764222,0.211996
170.817766,0.134993
187.164048,0.256001
117.607699,0.095991
189.235116,0.343999
81.970563,0.189996
276.883503,0.262991
8.000000,0.053990
15.000000,0.085995
143.978802,0.184998
54.414214,0.241989
146.365058,0.175010
121.071068,0.141997
124.959612,0.121988
128.957417,0.136007
123.485281,0.168998
116.242641,0.243996
109.828427,0.139996
1748.397653,1.100001
525.961134,0.660998
147.656854,0.120987
9.000000,0.023004
145.442699,0.135993
145.128990,0.152991
197.436126,0.368989
209.948122,0.210995
247.157475,0.274987
168.485281,0.174986
107.193485,0.145994
179.079835,0.251993
203.792417,0.259989
246.469280,0.295991
1455.851296,0.741004
271.563212,0.352998
290.304279,0.400938
142.798990,0.187988
515.877479,0.258935
443.166220,0.373997
334.260755,0.324987
264.842153,0.235998
172.484339,0.117991
227.142426,0.321986
519.193832,0.237991
20.000000,0.052992
973.298159,0.527987
535.089169,0.484992
148.485281,0.262992
134.650282,0.254996
136.485281,0.252993
101.071068,0.179001
11.414214,0.052997
125.691912,0.208997
276.327144,0.301001
165.485571,0.216999
3.000000,0.014994
189.706300,0.285996
1202.557426,0.931008
67.384776,0.095999
131.213203,0.358001
86.142136,0.169005
36.071068,0.131002
72.242641,0.189005
160.071068,0.284997
118.242641,0.197002
152.614272,0.259991
97.828427,0.171992
5.000000,0.023993
158.762980,0.202987
161.698485,0.382996
5.000000,0.017994
196.633038,0.322998
1449.699871,1.116005
216.908447,0.211001
568.157754,0.686999
13.414214,0.071000
192.755455,0.236994
358.528404,0.175990
354.051072,0.149989
263.477858,0.139002
315.529579,0.172992
61.556349,0.146988
312.832473,0.229005
35.828427,0.076990
135.863485,0.313986
477.525308,0.521000
351.030151,0.226011
437.635211,0.267986
57.071068,0.098000
360.043482,0.293996
190.715491,0.151993
621.873727,0.341994
285.819213,0.163987
54.378204,0.073986
274.958960,0.217998
428.095291,0.278993
254.976908,0.231955
204.218834,0.187002
327.962436,0.288985
189.422981,0.186995
234.210067,0.289989
267.545688,0.243989
225.840092,0.335996
160.785844,0.121998
165.382872,0.170993
149.727922,0.369983
526.326507,0.285991
547.438159,0.434986
107.970563,0.193988
200.277594,0.144991
194.609893,0.140996
125.005621,0.201997
262.092980,0.332980
149.355339,0.262997
808.988585,0.796994
631.547436,0.289998
370.191972,0.328992
17.828427,0.068996
406.292451,0.206944
273.585548,0.285003
18.000000,0.094988
577.929936,0.538992
513.728141,0.313996
430.438526,0.209986
26.656854,0.094000
500.732601,0.692000
244.200058,0.245007
300.865431,0.474996
251.775173,0.422003
61.899495,0.109995
492.271403,0.428985
596.657879,0.381041
166.012193,0.320990
17.414214,0.059000
19.000000,0.058000
441.613610,0.664990
335.519159,0.406005
247.894878,0.235996
214.884455,0.177003
267.262659,0.262990
71.485281,0.183000
210.436126,0.191007
200.631806,0.172999
678.586670,0.454999
70.828427,0.173986
625.409069,0.568993
517.765318,0.298991
620.801598,0.435995
167.200058,0.196988
645.475295,0.407995
94.941125,0.177984
956.516621,0.560999
598.336719,0.372994
13.000000,0.055000
202.819960,0.188991
532.112464,0.269991
449.728258,0.290980
354.717598,0.340004
84.863485,0.106993
18.828427,0.047995
121.297841,0.179009
355.902724,0.218988
573.177041,0.452001
567.074791,0.334002
696.734528,0.470000
262.563912,0.160991
37.828427,0.125987
97.071068,0.176001
154.384776,0.247003
61.242641,0.161005
32.414214,0.140053
96.549776,0.212000
601.401876,0.384986
63.556349,0.105993
205.561970,0.322993
336.246335,0.284995
31.828427,0.095046
180.727922,0.534995
131.183766,0.243004
276.297427,0.235007
319.720303,0.210008
577.124578,0.222993
550.462928,0.408997
276.874726,0.313001
507.822896,0.418997
670.564600,0.388007
100.756407,0.123009
373.733889,0.219006
40.135563,0.091005
112.419834,0.191999
265.001532,0.233997
19.000000,0.052998
519.287180,0.510008
136.743262,0.206002
477.670590,0.414000
261.247309,0.343007
20.000000,0.109994
654.514438,0.448996
723.147948,0.452001
69.284271,0.094995
869.509113,0.662996
712.481814,0.350996
75.721349,0.090992
763.367926,0.530993
155.105174,0.201992
595.764954,0.428003
639.848928,0.545989
87.578262,0.126998
459.201905,0.397987
68.556349,0.137989
246.610183,0.466990
368.996202,0.405991
95.485281,0.205008
199.932369,0.167000
79.899495,0.231992
184.959612,0.149992
